gene,t_stat,p_value,p_adj,significant,log2FC,regulation
ALDH3B1,-18.314726181836612,8.032560095144248e-24,5.016835688051075e-22,True,-3.634120122183968,DOWN
MELK,18.314576395149075,8.035427363756633e-24,5.016835688051075e-22,True,4.322595507472759,UP
MYZAP,-18.291120623807256,8.497520449916954e-24,5.285393828717143e-22,True,-4.668840255043958,DOWN
GKN2,-18.27530041663301,8.824368648715144e-24,5.447730570634032e-22,True,-7.613647503447059,DOWN
HELLS,18.276598816295014,8.797068302089374e-24,5.447730570634032e-22,True,2.840404942275283,UP
PLK4,18.267239326912968,8.995801434144563e-24,5.532919506614193e-22,True,2.390015481223478,UP
EPB42,-18.261821761671456,9.112914894660967e-24,5.584191738228359e-22,True,-2.3327143439413813,DOWN
ITLN2,-18.260052726041064,9.151491695497747e-24,5.587137642140599e-22,True,-6.200861947737615,DOWN
C19orf48,18.251097081000964,9.349348726117836e-24,5.686947598294837e-22,True,1.8243159871647006,UP
DPYSL2,-18.237044557115592,9.668621037946558e-24,5.859609343326953e-22,True,-2.7452976083423835,DOWN
HBA2,-18.231209807394293,9.804423884158333e-24,5.9202260278613e-22,True,-5.224706551762672,DOWN
CCDC69,-18.223890337368996,9.977530698737172e-24,6.002845287658418e-22,True,-2.6415713361061988,DOWN
MCM8,18.204212529419408,1.0458490343754219e-23,6.269410244109187e-22,True,2.1129610475388834,UP
FANCI,18.19384064409894,1.0721421353759635e-23,6.403823693066901e-22,True,2.7672657011100688,UP
HMGA1,18.19121233581895,1.0789111214286076e-23,6.42107356260299e-22,True,2.5305888639384886,UP
RNASEH2A,18.1802275471581,1.107675279268372e-23,6.568633510930184e-22,True,1.9135263102921733,UP
RAI2,-18.170561556687147,1.1336307991719781e-23,6.698543418678706e-22,True,-2.8300151887535483,DOWN
ARHGAP31,-18.168247312362062,1.139936361490698e-23,6.7118317084923845e-22,True,-2.7202185230157463,DOWN
TIMELESS,18.16230159620036,1.1563005614084721e-23,6.7840399959231105e-22,True,2.154310286404373,UP
SRD5A1,18.15276286977728,1.1830544127833239e-23,6.916478890282719e-22,True,2.279612482474228,UP
RANGAP1,18.149946532247633,1.1910733267381835e-23,6.938840912282833e-22,True,1.2229407166308253,UP
DEPDC1,18.145598400789684,1.2035624003451489e-23,6.986996460951049e-22,True,3.989762796945443,UP
AGRP,-18.140590403378898,1.2181119563589507e-23,7.046735076209385e-22,True,-4.691842916896034,DOWN
FAXDC2,-18.138476797000262,1.2243061040900533e-23,7.057890066958164e-22,True,-3.3347083557656347,DOWN
F12,18.136661094485415,1.2296527887119001e-23,7.064099093485551e-22,True,3.6063863498228628,UP
CACNA2D2,-18.13312357154306,1.2401380112102306e-23,7.099682835803897e-22,True,-5.315336058034054,DOWN
OIP5,18.11666472045618,1.2901308904605609e-23,7.360419166437924e-22,True,3.4576360990480897,UP
DSP,18.100736360642838,1.3404645359735196e-23,7.621300944220578e-22,True,3.8980372480727583,UP
SERTM1,-18.093983943404808,1.362400766898563e-23,7.719493386416687e-22,True,-5.185335102904346,DOWN
SCN7A,-18.085977902507175,1.3888832621787583e-23,7.842687226193705e-22,True,-4.9213057683911146,DOWN
RAMP3,-18.083424357337982,1.397439573750926e-23,7.864162499220771e-22,True,-3.671960770846307,DOWN
SLC19A3,-18.0691377017589,1.4463095177959017e-23,8.111590159977353e-22,True,-4.040746328826842,DOWN
OTX1,18.061154754671083,1.4743699671668134e-23,8.18572184791105e-22,True,4.297862685632577,UP
TOP2A,18.06223348512093,1.470546055396792e-23,8.18572184791105e-22,True,4.43040241612873,UP
PDE1C,-18.062159358029902,1.4708085000026774e-23,8.18572184791105e-22,True,-3.0676078812686582,DOWN
FGFR4,-18.057347281593934,1.4879478224132834e-23,8.206032240609258e-22,True,-3.8039342854344103,DOWN
NMUR1,-18.058420691633327,1.484107105515261e-23,8.206032240609258e-22,True,-3.733139690757804,DOWN
COX4I2,-18.05501733513384,1.496319313797418e-23,8.224785065374845e-22,True,-3.3233365541003916,DOWN
LPL,-18.029857075314947,1.5898306342152168e-23,8.709850279169126e-22,True,-4.181591602680962,DOWN
GPR133,-18.012758382308082,1.6567526710649877e-23,9.046525723686542e-22,True,-4.249363994611024,DOWN
TENC1,-18.01056827579287,1.6655290153149786e-23,9.064532091574448e-22,True,-2.467057412680969,DOWN
CTD-3214H19.16,-18.008763098157164,1.6727983847498178e-23,9.074245664159257e-22,True,-5.0000104415364985,DOWN
DPEP2,-17.99746409355634,1.71903791894131e-23,9.294602081334632e-22,True,-3.483548972278892,DOWN
GSTM5,-17.99479660635012,1.7301426099022314e-23,9.32417246932652e-22,True,-3.3420103360368945,DOWN
SCARA5,-17.98407962210048,1.7754975569749918e-23,9.53753476628287e-22,True,-4.912842487639983,DOWN
AATK,-17.978211381859925,1.8008427860952507e-23,9.642376665354667e-22,True,-3.406322594653285,DOWN
ABCA9,-17.96804696727284,1.8456173832262438e-23,9.850238582412325e-22,True,-2.7202972661105393,DOWN
MCM4,17.9628594506326,1.8689032879638405e-23,9.942445305261011e-22,True,2.665482330749648,UP
TACC3,17.956821926407283,1.8963813177727964e-23,1.0056291314920165e-21,True,1.7788209219079612,UP
HBA1,-17.954627088699848,1.9064720104479884e-23,1.0077501409860053e-21,True,-5.283336633907954,DOWN
NLRC4,-17.952587291048083,1.915898864921198e-23,1.0095078573287012e-21,True,-3.0286932290708846,DOWN
NDNF,-17.947592053475468,1.939184881089892e-23,1.0185337732581672e-21,True,-5.1031802438690566,DOWN
AGBL1,-17.919452008571124,2.0758482831231974e-23,1.086864235578269e-21,True,-2.6775857335540136,DOWN
CCM2L,-17.908364094916003,2.1323519001245707e-23,1.1129262519735337e-21,True,-2.866670642438047,DOWN
BRIP1,17.894204015708514,2.2067922927925592e-23,1.1481565561085816e-21,True,3.120433504713593,UP
CSRNP1,-17.86079724144525,2.3930642946484296e-23,1.2411676725692245e-21,True,-3.198434310343833,DOWN
RSPO1,-17.846673062827357,2.4765566521630584e-23,1.2804571815636813e-21,True,-3.9179487744653136,DOWN
GIMAP6,-17.842392774660972,2.5024391547864773e-23,1.2898085923969554e-21,True,-3.158634391147408,DOWN
LMO7,-17.829863479446285,2.5797950570098037e-23,1.3255499757213418e-21,True,-2.69941289364467,DOWN
PREX2,-17.82706565979536,2.597398399716296e-23,1.3304630502571554e-21,True,-3.242940928208438,DOWN
RANBP1,17.819148811323856,2.647874469506747e-23,1.3521321943823806e-21,True,1.5460786517475924,UP
TPK1,-17.81618106330705,2.667052247074347e-23,1.3577347516260022e-21,True,-1.699415774053394,DOWN
GRASP,-17.81248448319043,2.69113747426273e-23,1.3657935433029713e-21,True,-2.7686263410611467,DOWN
BTNL8,-17.796382968634127,2.7986551074491444e-23,1.4160167814295441e-21,True,-3.330946098834354,DOWN
PTTG1,17.791037180044885,2.835309345776774e-23,1.4258417363488366e-21,True,2.733922455778032,UP
WDR62,17.791669450578983,2.830948749994456e-23,1.4258417363488366e-21,True,2.5990239063720466,UP
NCAPG,17.787413101285196,2.8604357338738744e-23,1.4341184611194925e-21,True,3.6505711969290804,UP
NEIL3,17.781713983809656,2.9004076394990884e-23,1.4497656917073238e-21,True,3.5948457050388343,UP
KANK2,-17.77929340263338,2.917556301311278e-23,1.4500309630988877e-21,True,-2.5429424559860383,DOWN
DQX1,17.77916530616479,2.918466670969656e-23,1.4500309630988877e-21,True,4.161265357428425,UP
PERP,17.767373178663213,3.0035217376678165e-23,1.4878223697519167e-21,True,2.9147041178043605,UP
SYNE1,-17.76533130485938,3.018503563863242e-23,1.490780342212458e-21,True,-2.9362819338717445,DOWN
FBLN5,-17.756596599079764,3.083455460022778e-23,1.518326505538002e-21,True,-3.174706557907193,DOWN
CENPL,17.739386883978565,3.215618390861193e-23,1.5787064177091525e-21,True,1.7968783887662534,UP
CCNE1,17.72850464887347,3.302148260571752e-23,1.6070681763124416e-21,True,3.4986521210368684,UP
ANGPT4,-17.728547013862997,3.301806845266789e-23,1.6070681763124416e-21,True,-3.787083521056456,DOWN
FOXF1,-17.728457591844112,3.302527530651134e-23,1.6070681763124416e-21,True,-3.2455117314680137,DOWN
C1orf167,-17.72694935168654,3.3147071314258727e-23,1.6082647944117615e-21,True,-3.819614923590756,DOWN
HPCAL1,-17.699983598086742,3.540342923971508e-23,1.7127185285704267e-21,True,-1.851567570053394,DOWN
MKI67,17.69827403838592,3.5551635235595046e-23,1.7148740669764434e-21,True,3.762306611234191,UP
TNFSF13,-17.693000590685273,3.6012790496830006e-23,1.7320686592152686e-21,True,-2.4799991971440605,DOWN
NCAPG2,17.689131529374876,3.635499916450762e-23,1.7434593077587785e-21,True,2.064899896495686,UP
AK4,17.686554583578275,3.658475644254632e-23,1.7483697572786987e-21,True,3.221389515640971,UP
MCM7,17.685616731759247,3.6668740149634844e-23,1.7483697572786987e-21,True,1.6066650687157438,UP
PRR11,17.678705790673888,3.7293684047579145e-23,1.7730574786413707e-21,True,2.8590188020750906,UP
LRRN4,-17.66964648048454,3.812934014572032e-23,1.8075929304038474e-21,True,-5.0005163122386715,DOWN
SLC6A4,-17.667806563233793,3.830137225830837e-23,1.81056058289632e-21,True,-6.350480395437796,DOWN
CDC25A,17.66446976324772,3.861537916177441e-23,1.8202035562152638e-21,True,3.0727131433334054,UP
AURKA,17.660847797191973,3.895918544866138e-23,1.8311923955912003e-21,True,2.9986444443637765,UP
GGTLC2,-17.657731591380745,3.9257474069422217e-23,1.8373368089166104e-21,True,-4.263975529931784,DOWN
MCM10,17.657164445958507,3.931201150537807e-23,1.8373368089166104e-21,True,3.962307914657396,UP
LMOD3,-17.652067141562444,3.980564614941082e-23,1.855167367723949e-21,True,-2.3556429908025334,DOWN
AURKB,17.618185345861132,4.3251040332505856e-23,2.010079950284577e-21,True,4.094529243056773,UP
LMNB2,17.58666369486938,4.672857323017453e-23,2.1656141291127103e-21,True,1.8843088841944375,UP
UCK2,17.553851409071125,5.0651255151129756e-23,2.3278472679873382e-21,True,2.2899996073520867,UP
CENPW,17.555072147860674,5.0499484381045565e-23,2.3278472679873382e-21,True,2.607645819810492,UP
CCRL2,-17.554462586014964,5.057521147623268e-23,2.3278472679873382e-21,True,-2.771761584820286,DOWN
GP9,-17.548449736807203,5.1328415724156325e-23,2.3524339007096023e-21,True,-4.029799574664926,DOWN
P2RY14,-17.536969413982096,5.2798342296872527e-23,2.4131176058059556e-21,True,-2.8934641820086693,DOWN
MLF1IP,17.519614313272914,5.510218130899511e-23,2.509072831204075e-21,True,2.969222516609097,UP
SGOL1,17.51856682399033,5.5244460532116e-23,2.509072831204075e-21,True,3.386268412598029,UP
LMBRD1,-17.517771262756593,5.535277022601918e-23,2.509072831204075e-21,True,-1.1464708658760863,DOWN
SULT1A2,-17.511767174986304,5.617717673608143e-23,2.5394846696679434e-21,True,-3.802934544990639,DOWN
SELENBP1,-17.50337116077467,5.735099737117914e-23,2.585482974131223e-21,True,-4.33313582000547,DOWN
KCNK3,-17.482325353346397,6.040418666656055e-23,2.715726272821316e-21,True,-4.600804819839556,DOWN
APOH,-17.479521358128043,6.082326644782914e-23,2.716881630029164e-21,True,-5.407017850106996,DOWN
MTL5,17.478860149469526,6.092251947662857e-23,2.716881630029164e-21,True,3.27799502618932,UP
PLA2G1B,-17.479988150138706,6.075329603075057e-23,2.716881630029164e-21,True,-6.62222432087445,DOWN
ATAD5,17.477279096394756,6.116051720470165e-23,2.7201633256768513e-21,True,2.097528169724879,UP
CHAF1B,17.468850743977463,6.244529397915585e-23,2.7698589514346745e-21,True,2.2860972939827446,UP
C10orf67,-17.463225546097735,6.33180103083352e-23,2.801060108426219e-21,True,-3.9032876301413832,DOWN
C1orf112,17.455005967022032,6.461558494166621e-23,2.8508396076263134e-21,True,1.9586499842906546,UP
WFS1,-17.448057260128728,6.573360969692494e-23,2.8924536500947426e-21,True,-2.2158819521698945,DOWN
FGF11,17.437554659175124,6.746090200952872e-23,2.9605852088797153e-21,True,3.944118507811014,UP
ASF1B,17.421141781776537,7.025314394849159e-23,3.074968959332787e-21,True,3.078030069039981,UP
SGCA,-17.411653407600305,7.192067775886917e-23,3.1396506953047237e-21,True,-3.3870840321833224,DOWN
CDT1,17.39941314057166,7.413145353105729e-23,3.2276444701877443e-21,True,3.456919040937242,UP
IL6ST,-17.392968274549265,7.532313878452738e-23,3.270922129107626e-21,True,-1.912158529015528,DOWN
IGFALS,-17.382651239753795,7.727149965783366e-23,3.346089106437601e-21,True,-3.456361935112906,DOWN
SECISBP2L,-17.380621443753583,7.766081697624895e-23,3.346089106437601e-21,True,-2.120780500216224,DOWN
ATOH8,-17.381173651306405,7.755470583394023e-23,3.346089106437601e-21,True,-4.761319521157251,DOWN
SLC1A1,-17.360677935032633,8.15937234688485e-23,3.506410791667788e-21,True,-3.964326555424365,DOWN
NUSAP1,17.346350236635143,8.454368331249602e-23,3.623770052863333e-21,True,3.3686424894370264,UP
SEC22C,-17.342409161598447,8.537397866527853e-23,3.6499030413876825e-21,True,-1.2674535437258765,DOWN
RHOJ,-17.335874476536237,8.67690034208834e-23,3.699982375253907e-21,True,-2.7431351178270758,DOWN
NKAPL,-17.334051033625947,8.716239253075336e-23,3.707202530646052e-21,True,-2.3239995055163742,DOWN
SACM1L,-17.327602867238603,8.856812211204261e-23,3.757332257291654e-21,True,-1.1562712614402262,DOWN
FAM72D,17.325747783125117,8.897679300645725e-23,3.765015448316714e-21,True,3.0981156901997666,UP
HLA-E,-17.319360488920065,9.039862354053981e-23,3.80571304447387e-21,True,-1.9401960495119486,DOWN
IQGAP3,17.32036027152223,9.017455321301396e-23,3.80571304447387e-21,True,3.5682014698750253,UP
PBK,17.304112258185427,9.388706756794979e-23,3.9425419617048964e-21,True,4.0292984077507255,UP
MYBPHL,-17.29584390437459,9.583560199647549e-23,4.0141773038776884e-21,True,-3.8170146283839794,DOWN
SHMT2,17.29442325820396,9.617451030738727e-23,4.0182001844336425e-21,True,1.663922082951144,UP
TONSL,17.288951015268083,9.749139208585361e-23,4.0629599044343776e-21,True,2.3474422636710166,UP
GLIPR2,-17.284392573823087,9.860235896192775e-23,4.0989347462942075e-21,True,-2.7058844791736902,DOWN
CENPH,17.266077277098248,1.0319742784983821e-22,4.279201613472614e-21,True,2.112162687206693,UP
SIGLEC11,-17.261893705432914,1.0427723011556936e-22,4.313166930655238e-21,True,-3.538405212137331,DOWN
PCDH12,-17.259370861155283,1.0493393525782766e-22,4.3191653935198465e-21,True,-2.682340462383091,DOWN
TMEM243,-17.259330930266987,1.0494436314263998e-22,4.3191653935198465e-21,True,-1.9607841855107893,DOWN
NOTCH4,-17.251968094248088,1.0688527755719194e-22,4.38813130814824e-21,True,-2.338235357877477,DOWN
ACOXL,-17.249510875165406,1.0754111510275396e-22,4.4041280925125354e-21,True,-4.110198568119069,DOWN
LIMCH1,-17.245405777383525,1.0864591657113452e-22,4.438386888072644e-21,True,-3.5995994532758324,DOWN
FAM64A,17.232406072051912,1.1222124853005452e-22,4.573154081107764e-21,True,3.865371534794316,UP
HBB,-17.22891152906317,1.132026041370158e-22,4.601811020754119e-21,True,-5.238623754881283,DOWN
STIL,17.21959788616456,1.1586094637223322e-22,4.698331759138722e-21,True,2.7809643153586965,UP
GINS2,17.2173304204199,1.1651768931984794e-22,4.713411173097516e-21,True,3.3044553986641105,UP
CD52,-17.21010204018385,1.186366743119728e-22,4.787423845101439e-21,True,-3.697840214403305,DOWN
AOC3,-17.198153580099397,1.2222562800164606e-22,4.908308289532121e-21,True,-3.902938980545608,DOWN
ANGPTL1,-17.198748847897587,1.2204424180484264e-22,4.908308289532121e-21,True,-3.8346201319895483,DOWN
HSD17B11,-17.1954309303653,1.2305875666149981e-22,4.9297993437397444e-21,True,-1.9864720595460277,DOWN
RASGRP2,-17.193029086751043,1.237985115141713e-22,4.947455007251121e-21,True,-2.6599959898880483,DOWN
PPP1R14B,17.18997493762777,1.2474570715479784e-22,4.973295722593085e-21,True,1.744314078945365,UP
FEN1,17.18790022464044,1.253933460110204e-22,4.9870983407508e-21,True,2.118629528859537,UP
DBF4,17.18284440009434,1.2698591708359172e-22,5.038326134647542e-21,True,1.6892206966133365,UP
ERG,-17.16837495346719,1.3165835282442285e-22,5.2112139891867854e-21,True,-2.712939983247508,DOWN
RTKN2,-17.158395002866346,1.3498257484775371e-22,5.330039858845072e-21,True,-4.132913358416016,DOWN
GRIA1,-17.14735130286562,1.387607175279746e-22,5.466181122619857e-21,True,-4.680934742951942,DOWN
ANKRD1,-17.132831431303373,1.4389226310783004e-22,5.65486340408325e-21,True,-6.238185098771174,DOWN
CFL2,-17.12976002811611,1.4500223763810778e-22,5.68498109412913e-21,True,-1.7994104272564027,DOWN
GPR17,-17.1222900831495,1.4773827621722497e-22,5.7785573995602534e-21,True,-3.18993415501095,DOWN
PRAM1,-17.118216224082285,1.4925248054097706e-22,5.824014836203928e-21,True,-3.380206964572687,DOWN
MAP1LC3C,-17.116135563984738,1.5003191455887037e-22,5.840654179709436e-21,True,-4.308645187756886,DOWN
LTA4H,-17.113514863957963,1.5101954452306712e-22,5.865301324258558e-21,True,-1.7403923590880606,DOWN
FBP1,-17.109929121477624,1.523815768631778e-22,5.9043400215486575e-21,True,-3.8939220017079244,DOWN
GLDN,-17.102730256052705,1.55153871330102e-22,5.9977121522349005e-21,True,-3.1580172436805682,DOWN
PKMYT1,17.096687835369174,1.5752037281206608e-22,6.074998993416394e-21,True,3.221786596664429,UP
CDKN3,17.091474428602062,1.595916694382999e-22,6.140567839201562e-21,True,3.3672555848348704,UP
TCTA,-17.088663498391202,1.6071992599192492e-22,6.1696314977642645e-21,True,-1.2584278797299415,DOWN
FGR,-17.087422819570254,1.6122048838605909e-22,6.174520787841082e-21,True,-2.848430324702197,DOWN
TBX4,-17.083940410815018,1.6263398067873206e-22,6.214270693601899e-21,True,-3.6717487803057027,DOWN
SKP2,17.081011772627342,1.6383245033709842e-22,6.245640301445376e-21,True,2.3582262527704687,UP
NXF3,-17.07736845005787,1.6533592841005205e-22,6.288466518492669e-21,True,-3.674225686668567,DOWN
TRAK2,-17.074789995036344,1.6640844115748574e-22,6.314742337042665e-21,True,-1.355486966573209,DOWN
SNX25,-17.071472595181064,1.677987313266752e-22,6.352929084210163e-21,True,-2.1607857743430374,DOWN
ECE2,17.069714533309728,1.6854029963127684e-22,6.366436660729396e-21,True,2.9560707790959313,UP
GMFG,-17.061753020397834,1.719404838301121e-22,6.467435456162082e-21,True,-2.5615677231999463,DOWN
LDB3,-17.061624672514867,1.7199586586348238e-22,6.467435456162082e-21,True,-2.735523572558925,DOWN
MSRA,-17.058133913142004,1.7350910094968465e-22,6.50954212066334e-21,True,-1.7282309801438291,DOWN
ARHGAP6,-17.053092851554883,1.7571831080235644e-22,6.577510072907211e-21,True,-3.1298015818436404,DOWN
C5orf34,17.050895362389348,1.7669027503580222e-22,6.598962980738934e-21,True,2.1006139818063403,UP
RARA,-17.043680623253582,1.7992000528821915e-22,6.704451548408977e-21,True,-1.53529253715379,DOWN
UCN2,17.035532689196994,1.8363973420098886e-22,6.827684050236765e-21,True,3.7486799566640396,UP
ADH1B,-17.02690937044512,1.8766171122779907e-22,6.946002264572562e-21,True,-6.75946994400459,DOWN
DUSP9,17.027212662291642,1.8751874548257861e-22,6.946002264572562e-21,True,5.026195832833096,UP
DRAM1,-17.02037775763205,1.9076761958193297e-22,7.020148288527613e-21,True,-2.653141779881798,DOWN
CENPO,17.021246147836226,1.903516895177987e-22,7.020148288527613e-21,True,1.6992235289998012,UP
RHOA,-17.020022900674356,1.9093785009594595e-22,7.020148288527613e-21,True,-1.0184312580228507,DOWN
SNX22,-17.01814131558848,1.918430601615949e-22,7.03779031124964e-21,True,-2.909551490347752,DOWN
SERPINB5,17.015253532700985,1.9324083550160824e-22,7.073384122509089e-21,True,6.460621660548512,UP
RAD54B,17.00919605772257,1.962065730945282e-22,7.16608775242598e-21,True,2.1599611945231842,UP
SCARF1,-16.998578298500558,2.0151713846038215e-22,7.343834924729124e-21,True,-2.4764654098482666,DOWN
CENPN,16.99382110774305,2.039436715576729e-22,7.41592977125648e-21,True,2.3117645656270334,UP
GIMAP5,-16.992740637841216,2.044989214050634e-22,7.419812839137663e-21,True,-3.0049066968736735,DOWN
PSMD2,16.978828120993793,2.117873642016098e-22,7.66744407158782e-21,True,1.4598037641901325,UP
